participant_id,gaming_hours_daily,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,gaming_addiction_score,social_gaming_score,age,gaming_genre_preference
S0303,2.6722441819013145,4.44196511057595,2.8774549971305476,2.9769740008991965,3.837333820945122,3.480756187555192,3.6346638426298865,3.7977476041954805,23,Strategy
S0304,6.285870094614986,4.199279932058467,3.6015189789656046,3.5608241646721996,3.1413241312307583,3.958456247399111,1.5481984493790406,2.388619690656694,29,Sports
S0305,5.975445503609751,3.480221584648495,2.6056416718127062,3.6230861874263627,3.511181533177462,2.768094115793181,1.0,3.4903551735699168,21,Sports
S0306,5.453092072823692,4.294608711856313,1.307359488112997,4.16164145295865,4.578258488100487,4.422662453073108,1.3255415448733399,1.2792824603403856,20,Sports
S0307,5.437130820208992,5.0,1.7339652477228606,1.7733111065170968,3.017824877794043,2.780715185292257,1.8687784181608955,4.095803983059065,29,Puzzle
S0308,6.006120163926616,2.5089005282003125,3.19830539718501,3.596653396127589,4.521305184318709,3.874608470081193,3.0811425901234637,3.6353936328473426,19,Action
S0309,12.268310521494032,3.0834176214995357,4.073053121094818,4.257072611936686,3.076426065393043,3.753922732920756,1.0,3.6610436950352856,16,RPG
S0310,4.060417031307689,3.58927442865574,2.1719405024236633,2.3412392342426083,3.0815156860259254,3.8715618819364677,2.857428208772358,4.082890119099011,34,Action
S0311,4.25242623194583,2.660641625605628,5.0,3.2877644029444877,4.18653342699125,1.135544551722855,1.0,1.9786834541251384,31,Action
S0312,0.7569199908709664,3.478362709181764,3.5560238852482877,4.536222151545225,3.8284233120941993,4.181071226838388,2.318557700427547,3.8397993400003916,21,Sports
S0313,1.9732387753116627,3.6075659994090996,2.5166599306289914,3.4969386512720635,2.860230474433365,2.6501310303613397,1.8225380279204033,3.143074522539481,39,Action
S0314,1.2924202359241947,4.765231408226091,4.6479098352459856,3.8605708041789724,3.244106395970908,4.662159593923962,4.911680492622983,4.376008938882084,20,RPG
S0315,3.7307122295429402,2.9933763491821277,4.378109310569224,2.7796493321362763,4.264430744686449,4.808492480870249,1.4404323021823426,2.691812935322646,38,Puzzle
S0316,4.9721389439701635,3.6525590019482306,2.9332186257994683,2.4870732222800243,3.7279035869138153,2.4682520649788984,3.190194411626053,1.0,32,Strategy
S0317,4.460411402123568,4.3056392187650045,4.647458970807808,3.101486892988622,2.825525254811265,2.5972110573862017,2.038497805591885,3.3619880983651615,19,Sports
S0318,1.1636951590201499,2.8359257887995226,3.665819575342924,1.6441625645055316,2.9856530769404346,1.319570264013666,2.270801604146148,1.77274224901914,31,Sports
S0319,7.137900094283477,3.4368519105090267,3.052091007080409,1.6121504667735718,3.642679972737084,2.142264944874812,4.160608027554919,2.5673439455119293,29,Strategy
S0320,4.632069154749203,4.89041038265787,2.4225214504802652,1.0,3.142918000327542,2.2271372510968694,4.34667511668409,4.064877952507217,38,Puzzle
S0321,2.9939421860186126,1.673336504794107,4.528937367826255,2.6424668809574157,4.434748563495934,1.580094963303765,5.0,4.308769045065405,33,Action
S0322,1.3538655000577384,3.7642545576406468,3.8883957267910363,2.475709451910236,3.5686423539775802,2.2516382811117417,4.783725684553742,2.7707309745822144,37,Action
S0323,3.2969102353367363,2.9729586699933277,3.9599681038580536,2.8120416120496623,3.3864147718596493,1.816748007198246,3.145072619881459,3.6027276943880406,17,RPG
S0324,4.217925616517727,3.8970766242543102,3.3795257302376456,4.358507683319894,4.051419288972608,2.47862221154572,2.4761821056641193,5.0,30,Puzzle
S0325,6.560683919979784,2.5450513085322353,2.3948649144965994,2.020212475812278,4.142825840740785,4.6641265024334615,2.2407395793744143,2.286195254304913,18,Puzzle
S0326,1.7324052876476446,3.4993161423372237,3.987611287111786,3.374278071021286,3.2982173028936765,2.4170645625831924,2.6673262478859865,4.18078172577134,26,Sports
S0327,2.3232460450434016,3.4454053149978754,3.2058198360326355,4.271756193145503,4.131859904297536,2.4051240871228443,3.496353865072277,1.0,19,Action
S0328,1.7491547013218298,3.628643958052965,3.31371319014241,2.018145290477535,3.6328671251075253,4.537806401873272,3.4942836797781354,3.146719540854408,30,Sports
S0329,3.8286226565934194,3.892700673189502,2.660991053122328,3.5310965242667036,2.709207911618048,4.0934952311526045,1.0,3.4832735302018865,32,RPG
S0330,2.731608639067953,4.167880826630752,5.0,3.772906459830816,4.4023540372847325,1.3695789720580458,2.561107943478917,3.0973234958843134,14,Sports
S0331,2.883938464579075,3.9068639483126724,3.8112775800673835,2.265596821594889,4.347844905294082,2.835007659420783,2.0086825889761952,3.3641017957016905,13,Sports
S0332,1.9371475174783022,3.8135948440890934,3.2330524403463685,2.6213469056499306,5.0,2.758541753055558,1.5635028401175557,2.811081426477148,29,Strategy
S0333,5.641813782864039,4.5712534103662295,2.5046794065725138,1.0,3.9584873946203847,3.1611444690357478,2.631985230819032,3.9244580129456357,49,Puzzle
S0334,5.942034370611805,3.0238936916760992,3.3024264311076115,3.2350003729127215,4.531110496644871,3.458289889665096,1.6722046114153537,1.3744832090978345,37,Puzzle
S0335,5.172258689521271,4.348419610507282,3.403479360969156,2.5399410900040467,2.8876035799547077,2.360670941893046,5.0,3.736089400745097,30,Sports
S0336,0.9758302754170574,3.674390212415054,2.5956025168837575,3.0839448770259916,3.5962795648826695,2.558819184984785,4.335099496900571,4.988102379720852,38,Action
S0337,3.876752677444519,3.9682840319473014,2.6046634363665526,1.3591325215992953,5.0,5.0,3.025314156603296,1.5528590966338327,28,Sports
S0338,4.863839411761852,3.021525441236442,2.876346776097375,4.507085779599773,3.347865864076696,3.5960624726688852,3.317284756805452,2.910536527641022,26,Puzzle
S0339,3.1230363291484373,2.4957803525552666,3.8862271375885014,1.3371076600671576,3.8619078633549506,4.028469541445984,1.0,3.5798091455051657,13,Sports
S0340,4.164772966483014,3.0567930498708344,4.660251834135957,1.9261079105056256,3.4700591659507434,2.502891820822627,3.3742465128919035,2.850985329314301,26,Strategy
S0341,6.800852844410922,3.982289158973783,4.928663717368961,2.041661450723906,3.3192971307627968,2.214914653769605,1.9718239415521568,4.053632352908396,13,Action
S0342,4.903967558900547,3.163520587628026,2.3938101491680066,3.2716608546142485,3.676398130458296,3.4158911264255982,1.0,4.273104927630094,13,Action
S0343,6.527775717812395,2.4564985395076597,4.0956294370896815,1.7943493111075037,4.917687668427245,1.0,2.629011223725256,4.082610426069327,20,Sports
S0344,10.345557045797673,5.0,3.66128381546747,2.2748675625402552,2.9156191847703243,1.0,1.2340197530274735,3.537374322686918,35,Sports
S0345,6.618400442959228,3.648258123426857,2.1046523279906486,3.601488762555122,5.0,3.2945086170301674,1.0,2.1755705849214015,15,Action
S0346,4.118193359371295,2.0203206858878424,4.1019826742761945,1.7768206283412653,3.9566717094502324,2.207495751646504,1.2558247146546515,4.304436846415146,35,Strategy
S0347,4.115532194913904,4.215228067901576,5.0,2.2599015648927887,3.4618297052875953,2.5485691552184457,4.562783044405978,2.415575940452936,37,Puzzle
S0348,3.8166342180775734,4.655191389966441,4.640992121574927,3.012545910625276,3.1226378698183916,1.1554139808357313,2.3566396242904566,2.505349847224397,13,Action
S0349,5.497345769622209,3.197785805633782,3.12125666115238,2.145739326510117,3.3241845121682543,2.0718504812954874,2.747490800376697,2.8895646798090038,27,Action
S0350,3.6727969897312063,2.5627171202195766,2.5574945808577842,3.7922567512732295,2.7958345020309303,1.3372467268256436,1.9304640026219149,2.968656894111122,26,Action
S0351,4.807513114822998,4.355763271313147,3.7197021864531856,3.1195785045523787,3.668543156510596,2.9596140973483958,1.0,1.7173062320701278,29,RPG
S0352,2.6871789163447963,4.12861332331745,1.7558669999167011,2.8966496599986864,3.3203315590618034,1.0328410674736728,1.673283595850044,4.432233493690914,17,RPG
S0353,2.5993068573306433,4.091710396500616,3.7951051213323845,1.9077896949875168,3.479243912978942,2.4377644260035587,2.5100398690988337,3.2413732851069956,17,Action
S0354,4.716798643283895,1.869165289120178,2.647146723138531,2.452158375626921,2.3354710191108605,3.48241068900973,1.0,2.3955388278556464,38,Puzzle
S0355,2.5147361182165007,4.381984493131489,2.4693476202485876,3.0300907337087293,4.581370756151142,4.399436329650699,1.5804003748598967,2.076298859076373,23,Strategy
S0356,1.889105443745415,5.0,2.5894215942272982,3.5420153697887384,4.0738351637735,3.1289025306821245,2.806223729466178,3.3111956547411285,24,Sports
S0357,2.830672570643851,2.4156914638757923,2.9365851945236825,2.95144200565415,4.330313264404105,2.572746710949461,2.7287674167767193,3.2981754782431265,31,Strategy
S0358,4.032522965203393,3.5409519034389905,1.0,2.9855505229206507,4.904056164020062,4.419118097477793,2.546437253542219,1.7200851458077853,40,Strategy
S0359,2.148127708011489,3.897769511890605,4.30855417809091,3.4188657900022594,4.399330145603479,2.838309746644199,2.8868420022231196,4.035496897768106,28,RPG
S0360,9.763467305134302,3.7054319196644108,3.2374178384858907,4.3786246730292255,4.410935693879942,2.5105854282613653,1.1495352352427315,2.5357102932827953,20,Action
S0361,2.969278792298151,3.0076528805785117,2.979911439431836,2.812649602402689,3.828469639278606,1.3948159629278003,1.2430310631877761,1.9760702998323012,36,Sports
S0362,1.5744039814670512,3.668602423389959,3.9706781251149748,1.5940951869602797,4.3120995222135825,3.268496842983991,2.8169388503623467,2.099201994441713,14,Action
S0363,15.0,4.5651501966976795,4.149441488590544,2.9583536405025748,3.113789238013989,1.0,2.1664357758542905,2.3710731276827337,17,Sports
S0364,2.439329215745384,3.519410307742866,4.354137554078969,2.4310326574126684,3.8834255118009464,2.760555205525878,1.0,2.7063479273741593,21,RPG
S0365,11.232113104929596,2.917965665174582,4.136076009858307,4.112947763949003,2.5315420698183386,2.354220664404138,2.4976086366956602,3.8686926964620327,25,Strategy
S0366,4.95644174791772,3.341529784482584,2.881665996416647,3.487338231115088,3.6489744658796535,2.5276313479857753,2.846494721854494,3.2796835960208206,27,Puzzle
S0367,4.236086710430533,3.4771246527366335,4.456103723614755,2.2064198544723927,3.046780724010463,2.872586850866425,1.0260263765697066,4.3112020012970405,13,Puzzle
S0368,1.8916701457104665,3.678910296745493,2.5822907186453783,2.9367966664502956,3.843223381246265,1.0,1.6028558720380042,3.145659923671885,33,Action
S0369,3.4269629684751206,3.540371803981173,2.189604052289937,3.7779899053007586,4.3025620835643394,1.059370497709743,2.585869346247724,4.007615252656133,35,Action
S0370,1.7774898912937325,5.0,1.8434243786401263,1.6026859062960954,4.791241670690828,2.8437662270774755,3.044777106807085,2.586616939190991,29,RPG
S0371,5.16928835972397,4.584690572795143,1.6743004962895227,3.938805952915207,4.315047679442559,2.0688257713659675,3.107588498382068,3.7563643122057497,27,RPG
S0372,2.8059139158041773,2.1236965089472886,2.579301051164588,5.0,5.0,1.7231265724762115,1.9630356589118914,2.4599373676551575,24,Strategy
S0373,3.1411137277050702,3.4106824965529747,2.237485626808148,4.146546643914294,3.6529658488587304,1.7154132986279529,2.6730492634328242,2.0786126302271883,38,Strategy
S0374,14.592243993969213,3.0043778832267205,2.920575072277779,1.8549256858865126,4.368268884270631,3.325875428151984,1.0,2.151407143127969,26,Action
S0375,1.5281490218222678,3.382255307651911,2.6960246356711606,2.3159058980578298,3.8933097766704248,3.7950977233827716,3.345135721768992,2.3186304688771964,22,RPG
S0376,1.287777239926318,3.9401913177420034,2.757979355463736,3.1823761509554,3.665768458045308,4.239161436874044,2.046949276093384,2.2782917028504603,15,RPG
S0377,2.2254800826570773,3.239090879888847,3.750422936862063,4.8107522465618135,3.9489251523986653,3.1787210931497425,2.0026555707228706,4.503627577169916,39,RPG
S0378,4.614374707683456,3.685677589459108,3.849252935308832,2.4868085077035627,3.4375289848188126,3.5101134353365557,2.8189410737830047,2.157773999589489,16,Sports
S0379,9.98587741715379,3.1073497219105795,2.655970535613234,4.213588974722563,3.013948872309271,3.5289778327720596,1.07968543454753,3.135976539772643,31,RPG
S0380,2.2705757899148815,5.0,3.1607893980811363,1.0,4.029984033191286,2.721152955368004,2.3262194356176487,2.0089699396336766,20,Strategy
S0381,5.78940958662367,2.970602704211305,4.1477834563191145,4.376126924969219,3.6288669209738993,1.4181959922718428,2.568019961057155,2.7878426096283486,28,RPG
S0382,1.8874770189606875,3.753956302313037,2.6965880546495873,2.4551143234709825,3.2063777983342914,1.6147304175301909,3.9572754713408456,3.3712306317903615,13,Sports
S0383,3.0320598699335948,4.317779123555033,3.6740769910009257,2.438046578695465,3.785771071507729,5.0,3.235001486392203,1.7772598208132784,21,Sports
S0384,0.8424530817603574,3.9877020724469894,4.009304104764578,3.6110123492642052,3.3490957989238197,3.3662976496432475,3.520291681711607,2.1868708386665148,19,Strategy
S0385,1.1450129637400073,2.2883943291401208,5.0,2.9804776756620335,3.1635316237722693,2.1340958100077216,3.6864266150163787,1.8770319016365358,18,Sports
S0386,5.804352260928291,3.280773193039737,4.1972007412997385,5.0,3.11018807859296,3.198245486603939,3.313039541710645,3.3974013159951584,29,Sports
S0387,6.528608153260401,4.018958292195892,3.663013316343017,3.3710181112282385,3.9610651186990355,2.216991162336394,2.9880203456863703,3.096439762536425,25,Puzzle
S0388,6.059586121272464,2.443811405890844,1.9193142514954955,1.419394871468746,3.4203933575070327,3.8096770633551964,2.1878763845649374,4.087233561280673,15,RPG
S0389,4.163979015132436,2.8911376367866906,3.330335378285172,3.478557144410308,4.034019173497745,4.059712850063115,2.138753826688662,4.569273584916716,23,Sports
S0390,0.45636139011485416,3.7289711670235097,3.299667520780379,3.1899976363704465,2.5198517503143973,3.410459018258583,1.8160547561613862,4.287259370599341,49,Puzzle
S0391,1.8551745683791971,3.9172799602364745,3.6095788233142256,4.447943312562452,4.384462793329172,1.9370092187261618,3.1415441814670557,3.3203062749075576,26,Strategy
S0392,1.0947189554406078,2.2415534361070453,2.9488761975466997,1.0,4.628843625115408,1.780965443046171,1.4768972965547797,2.638254474141218,31,RPG
S0393,3.074755799174996,2.585584714374164,2.681089335559924,1.9453098575144516,3.4865134981541246,3.4683244056574676,2.85489800396956,2.855078186940428,32,Puzzle
S0394,2.596412648281088,3.5371245315755875,3.413251061262617,2.890637768518397,3.494090078997183,3.156551558209881,2.0540450207016083,3.812373744715944,20,Strategy
S0395,5.9250453810336765,2.6300977412414976,3.0371569189091128,3.1684599124374864,4.207027849111214,1.8542815153496355,1.438693836607308,3.9560388447396337,26,Puzzle
S0396,9.309330233265625,4.969001749935879,3.6947621077222905,2.313539768359482,3.3291293749132516,2.5159208192483846,1.3360677266129959,2.3173542850134243,30,Puzzle
S0397,6.721476411821107,4.206415270985698,2.821615222375303,2.407693628679671,4.102863201348679,2.464878424063662,4.087886222639148,3.0271098009329482,21,Sports
S0398,3.9982352903421443,4.25285441067822,2.709297959290916,2.9834521181173335,4.1569521309207165,3.1314252376510248,1.0,2.251136005014232,19,Sports
S0399,9.778043849857319,3.334416216469803,3.7144343490355243,2.3408099303567576,3.8394368848534746,1.3476268420969284,2.597827528523525,4.603634992798364,27,RPG
S0400,2.4210954270876957,2.960650851111847,3.2923819629197384,2.5942840620563543,4.022196046121114,4.348588940982944,1.139130971179423,2.5144411768797412,23,RPG
S0401,6.206028124038578,1.593973787086218,3.7812729249759713,5.0,4.174434252740761,2.7082200116743933,1.0,2.8512324164850282,35,Puzzle
S0402,1.980821444003775,3.67642809335207,2.6295544512637825,3.6033765868823457,2.8209467560723906,2.9847614715480617,5.0,3.54265312958592,36,Sports
S0403,3.875366218643308,3.2178443170789466,3.6124544647211505,3.347839943467265,3.8906052947770364,3.53043086834053,4.07009882013445,4.367063014161871,13,RPG
S0404,6.286355528822616,2.626259982998688,3.328300458210809,2.204684303248568,4.002673584574769,1.523427471840106,2.7805383420408245,1.2896234596927199,29,Strategy
S0405,4.082948714058484,3.704906089966013,4.03241436876277,1.6399967460749354,4.844295482520988,2.625946857927807,3.4343378765104187,1.5690597842772875,25,Action
S0406,1.8325886361353145,3.0678848133906618,3.2757119643366766,2.2088980341623374,3.7424569223816726,3.054677381463238,2.7023109999442343,3.9990925147143432,28,Sports
S0407,3.49693551148918,3.017326265408015,2.941848551109092,2.4050827754021156,3.9996905777125265,1.914395764086306,2.1975271013553166,3.2511483112098083,29,Strategy
S0408,6.099034270536765,3.3051080990782564,3.6567674705552387,3.6272442006721723,4.769728870358465,4.0349314089157415,2.608312288000169,2.817617758239404,19,Puzzle
S0409,5.9088151090055305,3.847992158213185,1.824041528422557,4.698103627669772,3.76755962343581,3.667123916340019,3.1666554325655145,2.6336568160472558,25,Action
S0410,15.0,3.2495975535368804,4.041672075043829,1.6024012259284564,4.922796217140504,1.864105453048352,1.6699863887587285,3.726752812120033,19,Action
S0411,5.047715792325059,2.394518720230323,3.0343526488277144,3.0867415815269483,5.0,3.7359610299699635,2.7107455421969333,1.9789919281759139,26,Action
S0412,4.2167610939639335,2.359998179749782,3.7377535465293836,2.8194759190498155,3.2238995933572223,3.330503855309885,1.5056482409761656,3.6891283187006323,21,Strategy
S0413,1.0060986301855668,4.405229584657089,5.0,1.3982855786885207,3.3820871022650394,2.0357455962164814,1.9951941110837206,2.8973697917389662,27,Sports
S0414,2.3530566368530357,3.685802415519148,3.5883337356965583,2.2083241032289873,3.2475091358553594,2.9874209185390392,1.858732619854468,2.9055110678953984,19,Action
S0415,1.3480693087070066,4.826574079001512,3.7420370813221426,3.09367677856467,3.79392659930558,1.0,3.4443197679891417,1.377391016106594,27,Puzzle
S0416,9.84526316597718,3.1907372392906517,2.8287740176429845,1.2694180400043285,3.872466284609719,2.3922408990548973,1.660921340765669,3.8070179819230017,19,Puzzle
S0417,2.710224197631806,3.556152349469283,3.6542570478364578,3.325983431843122,3.0148796869308336,3.4667538245688316,2.9728954813732598,3.4384964114364065,26,Sports
S0418,1.2757222487872917,3.3250430167528027,4.244805735264993,4.3970304630499495,2.620914700377669,2.1183248036933473,2.940174884677722,1.921346613295969,25,RPG
S0419,3.31022914978975,2.7383952041821362,4.0501061453230705,2.51043936012258,4.058066364294761,2.6770566449526245,1.8271036380555437,1.9594895848288445,27,Strategy
S0420,3.145358795421307,2.2174880636003556,2.5453668305785846,2.340577416223125,4.083096636916533,2.505363360488383,4.56031695421687,2.603869308241795,26,Action
S0421,4.873882297469004,4.751306420812532,2.3746824450193333,2.5597034781207677,4.890066459494697,4.571295653283362,3.0415939565937298,2.856524848050554,39,Strategy
S0422,4.203030062191606,2.7993513765437212,1.8552643628545518,1.5587295896443685,3.5503990903555325,2.6696998114793904,3.8482097942204687,1.26267036158618,39,Sports
S0423,4.683062125611104,2.391304972451649,4.443218063197818,3.392394782295928,3.0355698712419903,2.0044320760028747,2.5431225463387084,3.1674013592309898,39,Sports
S0424,2.967466828120625,3.786734497558619,3.1046635597448775,2.188852671818271,4.141357203970949,2.533219219565381,1.0,3.7508678118104033,34,Strategy
S0425,3.8656475098992917,3.6516432089163238,3.098168966996251,2.7592327189989203,4.359044010409903,3.3509313479794116,3.0781455290940327,2.635585133240287,26,RPG
S0426,0.9027975883519708,4.579903930436897,2.6190021278443045,3.05371850087271,5.0,2.9949115341377954,2.7439185617577295,4.28227651880062,18,Action
S0427,1.0046585686588914,3.761795645756309,4.023391330334134,2.217079465061285,2.821514022847853,1.0,3.3195371558128843,3.0668386391783677,31,RPG
S0428,2.534297236682979,2.714631592668541,4.563247133413684,1.5839134482563182,3.3381653507376616,1.2219896258952068,4.276094075875839,3.8809244224650596,21,Strategy
S0429,2.4826843207956175,2.130109199754585,3.290339762203142,3.1306732949270772,4.599723202407323,2.4084716266301847,1.153119026805756,3.7793647132940773,20,Puzzle
S0430,1.1071420849981974,3.1000354029581416,3.2725830649288827,3.9196951037478613,4.5593663661335535,3.947128477616135,3.5218167487231,3.9211455987090185,13,Puzzle
S0431,6.919067672726737,4.703882520253833,1.7913650332800777,4.274444407259782,3.421839949771359,3.084129903894743,3.453166110612345,3.724275670029714,26,Sports
S0432,3.2692804001349796,1.4700285143045808,3.4781430734550045,1.3237642828078684,2.9664710853511984,3.498631748913133,1.0,2.194596048927257,28,Puzzle
S0433,2.2676023802313283,2.67406606603704,4.738249590481958,1.3170514320531632,3.2226396199283673,3.1284048817065297,2.7325621563866127,1.6772269062454126,36,Sports
S0434,3.81417535474138,2.797707040850336,2.9016865254953013,3.787030183976765,4.821768212830161,3.288105259002241,2.8968992832827207,2.6428930338470775,42,Strategy
S0435,5.304355085921164,3.1866224317423844,3.654113654401457,3.2637941186038306,3.507243093106616,2.879309766658955,3.101473114515921,1.67827413100404,22,Action
S0436,0.9308412208913291,3.0261041724243642,2.5023734282087395,2.892937725443528,3.9198881639933543,1.4336301374335532,3.207617016876491,3.3287825639078945,35,Puzzle
S0437,5.328101337060844,5.0,1.9670661193276648,2.7001722212302695,3.5081684294337667,1.7200481165957189,3.327694602891729,3.389268095676249,36,Strategy
S0438,3.5624979207580494,3.317665845195905,4.496987989471081,3.3958419281258867,4.120402517084705,2.8143354483224985,1.0,3.8457614120963286,42,Strategy
S0439,4.911909986176895,2.7396530788112425,2.3991302053807955,2.4060437864417454,3.0672367556201268,1.4983438330744023,2.9971265849075714,3.2356593061832917,21,Puzzle
S0440,4.961193077039328,3.677604856968471,1.9691889990093205,4.028224189776907,3.690720897425122,1.5976821355800326,2.2006281582027056,4.297818164086835,16,Puzzle
S0441,1.4358275344449059,3.2069228400011656,2.5536174750844904,3.1563144889887815,3.860020483902548,3.903476805425658,2.782859294161022,2.803648056030805,21,Sports
S0442,7.234056612379739,2.9163972886928717,3.813364794647904,3.0583512444031555,3.201119370610278,1.6232017224486668,1.675942903493157,4.599577729910152,15,Sports
S0443,5.960861354515759,2.1867321832242403,1.9895464172535906,1.227194125167751,4.6646852540036985,2.4105517785098924,2.7262266358967966,2.122032563972749,14,Action
S0444,8.329531029752989,3.45668540501318,2.156452908209578,3.554479965665666,4.094102001215151,1.0,2.1760080886002826,4.316971944980001,32,Action
S0445,1.554397238475864,3.1298607620878522,2.5971670665010644,2.0020976924612057,4.460845150833276,3.2236050644883196,3.6705216484339003,3.457813110528271,18,RPG
S0446,4.5646424190671055,3.6036371899815425,2.5662861193877333,3.082780957505544,3.533502156357902,1.0,3.490879988933002,4.018945655242793,32,Puzzle
S0447,1.751587187672679,5.0,3.6417623320263903,3.9417992566204747,3.8370951825649495,3.753329293137762,1.031971740346415,3.206566760552001,30,RPG
S0448,1.4256089577648552,2.6333356724202694,2.01642852508576,3.2565296368904058,4.061701876196414,1.5300094221902196,3.076219535895783,2.587996890314843,17,RPG
S0449,7.63372853186393,2.175219030323418,2.175312549065834,3.830968692356879,4.46974246317372,2.6005504468095637,1.3395433998425004,3.0978591630452597,24,Strategy
S0450,1.9260872734712495,2.549446179753647,2.257692908893297,3.516710911500793,4.362269707333523,2.9342601741583256,2.0401486570885266,2.160752022578103,30,Action
S0451,4.281847214233395,2.797780128831765,5.0,2.3340117586768274,4.08260535846771,4.351336915203329,2.933802851547084,4.575862804395166,22,Sports
S0452,2.7496089808635644,3.1310464986138706,3.204905461698379,2.2287427699407596,2.9715375352357722,1.7186555654164397,3.242391462525781,2.3555974025262074,35,Action
S0453,5.985745324225874,3.9549275712428176,1.5215648031893763,3.3071350475274985,4.175085234459497,3.751533673845335,2.9921146378455443,2.69004785619295,37,RPG
S0454,2.2568244285748187,3.3891806599427894,1.957858905475306,2.217240890455808,3.3154983435739984,2.5663242189113795,2.0432772596368483,3.49311629664255,37,Action
S0455,4.1221743779779105,1.8012936888679363,1.965420242192434,1.0,2.8537417048896145,3.4065694256821173,2.771939954432608,2.277242553148547,29,Strategy
S0456,5.48269737339786,3.6750819208057894,3.3860733883888448,2.9108506007854342,2.811374565044042,3.6470303379969287,2.1643019949136093,4.8085180235773235,26,Puzzle
S0457,0.4080318277915257,3.487068051797898,2.648814172355484,4.748439027167416,3.4913524886903193,2.7822807069083657,4.541597423596761,2.7460775715132866,19,Puzzle
S0458,2.7101423519798886,3.36357161894725,4.1705453935914925,3.314515667258905,3.7251411723778216,2.2601531938840806,1.6282980971552186,4.575937334349932,15,Sports
S0459,1.2666414947423075,4.080327313583431,1.6651748076879795,2.0031196879524935,4.116799911185311,3.072274071140699,1.0,3.8156109652507864,37,Strategy
S0460,9.286714687032553,2.842388331276173,2.8378054904693433,4.144839853515808,5.0,2.2509689545227234,3.343640888577715,2.731295827564193,28,Action
S0461,5.313503599112954,2.9739183795360957,4.052845418513922,2.9163326049860374,3.144348882525403,2.3951996194640657,1.6829026651037826,1.8722825692629748,32,RPG
S0462,3.2517668140702893,2.5471736714972377,4.502486888176462,5.0,3.533611216754383,3.378567839911165,2.6077376326152537,3.2164597951481424,35,Puzzle
S0463,5.624154079522084,4.382378374867264,3.353332398799811,2.5106526130372964,2.4359987045810088,1.0,1.0,2.6789385409568824,17,Sports
S0464,3.959694791766757,3.071632577906102,5.0,4.2454869299890055,4.721335556427593,2.2839388994260634,1.0,4.720021382077192,24,Sports
S0465,1.9497379441644414,3.4961477704543493,4.050990773599363,2.413796628215527,3.7375213713782056,1.6417990247080554,1.307496927612966,3.8600360903464317,21,Sports
S0466,9.00245408797541,3.455016733138352,3.42958322434862,3.2763264501584954,3.9134879227315613,3.05949989135705,1.2722352298529498,2.756746257461502,25,Puzzle
S0467,10.946896675536683,4.934255558616189,1.1440991810972596,3.463506316956755,4.865508066938496,4.123245496269186,2.3593610295933685,2.322652920568181,13,Sports
S0468,6.239607599016244,3.6590700672293472,3.7675039128478875,3.582842954630602,4.602129234501778,1.3683991865912728,2.7265200880714193,2.9945949661923787,32,RPG
S0469,6.357569577801185,3.7995036209421147,2.981158709387634,2.050480774586701,2.2139016344587255,1.810698523174847,1.8213888126058002,2.7974303942022947,28,RPG
S0470,3.130346998067482,3.5401249437627653,3.0111044522457107,3.5575015181223075,4.392536638181749,3.8839803188763025,1.5498751775277246,2.641721068175554,13,Action
S0471,2.2745067430117936,3.6969437563244187,3.6106909909600944,3.736269926717468,3.333063620148297,1.8925263858492127,2.0910708127621085,3.1071842586651686,28,Puzzle
S0472,5.743078835855093,3.763785572216542,3.0816904916994075,3.8215587051926807,3.8890967708389366,1.6162058240604122,1.3314763666156655,3.555719885787853,47,Sports
S0473,1.9367103893670548,4.010895297355499,2.7578905930189195,2.885637573828311,2.5227419568127725,2.806499653444414,3.7822235749366184,3.1880516997952895,32,Sports
S0474,2.9536194161609015,4.800320618858163,3.687800208561365,2.875646532655127,3.8500750657209584,2.9420476928363004,2.3406884544912607,4.1491636662391596,31,RPG
S0475,2.4499560616499383,3.1783041117382433,3.0372076461760513,2.2719463218765528,4.746984780095924,1.3522483418360032,1.0,2.4032972428948463,34,RPG
S0476,1.5376981787174873,2.64306414383172,3.528140166762064,2.835920281659699,5.0,3.19124185544574,2.68809305719167,5.0,21,RPG
S0477,4.5568036094748186,3.8583694847866314,1.6690318390288104,3.149395776250072,2.8380840323802534,1.1076186819235119,3.034482371590458,3.536175798538699,18,Strategy
S0478,2.8891741459908165,4.533655659846156,3.9079821978999774,3.815848406948029,2.814183157729278,2.483911766031493,3.334755793667838,3.845657716350264,32,Puzzle
S0479,2.7788335925247387,5.0,2.895848478849958,2.7629777410365666,3.9225966139421304,1.0,3.777642872610135,4.226827564274652,43,Action
S0480,9.811627626735977,2.094579639755688,4.015483196808166,3.6335081019234656,3.6070779006051445,1.8092226880185867,3.2774088668235315,2.054815372027778,34,Strategy
S0481,2.04920103931149,2.5510098276813746,3.6229752702163083,3.9866364878126617,4.131878202533024,2.9619876194527737,3.666191278511202,1.6437850943640235,30,Puzzle
S0482,1.454896488338622,3.1597847643891623,3.118032281908046,2.8987371783839206,4.350665741873719,3.337701606391219,2.7559286691798923,3.033381801629738,13,Sports
S0483,1.8156402939096457,2.9898087159605424,3.7008350602500983,2.362054414578701,3.4847890655787057,4.132550895094424,2.357069226277834,4.6612793863308335,13,Strategy
