participant_id,age,gaming_hours_weekly,gaming_preference,data_source,game_title
A0535,21.0,7.232112029381551,Action,anxiety,
A0536,22.0,12.653311215066784,RPG,anxiety,
A0537,32.0,6.12065616801512,Casual,anxiety,
A0538,32.0,8.956285395365141,RPG,anxiety,
A0539,15.0,27.249474795709,Strategy,anxiety,
A0540,25.0,7.67897829943064,RPG,anxiety,
A0541,19.0,23.77307623385663,Action,anxiety,
A0542,14.0,4.934416931569426,Strategy,anxiety,
A0543,23.0,18.61268508961536,Strategy,anxiety,
A0544,22.0,38.600101134276144,Action,anxiety,
A0545,44.0,1.686548950324883,Casual,anxiety,
A0546,28.0,6.439711851913943,Strategy,anxiety,
A0547,13.0,19.329988566776024,Casual,anxiety,
A0548,20.0,10.355975448814617,Strategy,anxiety,
A0549,33.0,16.394021057552543,Strategy,anxiety,
A0550,41.0,7.514329897957185,Casual,anxiety,
A0551,13.0,13.056313762383876,Strategy,anxiety,
A0552,13.0,10.75594055476092,Casual,anxiety,
A0553,39.0,31.007392671460853,Action,anxiety,
A0554,28.0,14.932449662875914,Casual,anxiety,
A0555,18.0,15.959944740806106,Action,anxiety,
A0556,29.0,8.762650494963147,Strategy,anxiety,
A0557,13.0,8.247540384983918,Casual,anxiety,
A0558,25.0,8.618865381571554,Strategy,anxiety,
A0559,27.0,16.702555203275814,Casual,anxiety,
A0560,32.0,8.699037743463021,Action,anxiety,
A0561,16.0,15.36081652547336,Action,anxiety,
A0562,25.0,64.09206971743876,Casual,anxiety,
A0563,17.0,24.456591308151552,Action,anxiety,
A0564,27.0,9.38564293419439,Strategy,anxiety,
A0565,17.0,31.847890189340752,Strategy,anxiety,
A0566,21.0,8.789340685822992,RPG,anxiety,
A0567,17.0,2.3857185835593504,Action,anxiety,
A0568,30.0,5.438650451191277,Strategy,anxiety,
A0569,31.0,2.727448244689947,Casual,anxiety,
A0570,23.0,9.196189493496233,Action,anxiety,
A0571,25.0,12.363328394408304,Strategy,anxiety,
A0572,13.0,46.57900251693699,Action,anxiety,
A0573,22.0,15.824223501826909,Casual,anxiety,
A0574,24.0,10.223812691060283,Strategy,anxiety,
A0575,45.0,23.653816235575835,RPG,anxiety,
A0576,16.0,2.077347319844213,RPG,anxiety,
A0577,36.0,14.7094720951321,Action,anxiety,
A0578,32.0,22.57159269199544,Casual,anxiety,
A0579,27.0,3.732696905560536,Strategy,anxiety,
A0580,39.0,30.417047813340865,Casual,anxiety,
A0581,27.0,15.971360123300496,Strategy,anxiety,
A0582,28.0,8.738771934598514,Action,anxiety,
A0583,24.0,20.21096932454349,Strategy,anxiety,
A0584,34.0,74.92999564411673,Casual,anxiety,
A0585,33.0,14.090389990336242,Casual,anxiety,
A0586,19.0,14.858565035383306,Action,anxiety,
A0587,14.0,8.43602545778818,Casual,anxiety,
A0588,23.0,6.172626921428644,Strategy,anxiety,
A0589,18.0,23.67142568015767,Action,anxiety,
A0590,24.0,6.141892621914396,Strategy,anxiety,
A0591,34.0,12.900331255714791,Casual,anxiety,
A0592,21.0,8.313444657959673,Action,anxiety,
A0593,24.0,17.87108172931761,Strategy,anxiety,
A0594,25.0,15.909711106931509,Casual,anxiety,
A0595,31.0,27.939234498562264,Casual,anxiety,
A0596,13.0,8.100994896921247,RPG,anxiety,
A0597,20.0,9.816847592797195,Casual,anxiety,
A0598,26.0,5.567738891098938,Strategy,anxiety,
A0599,34.0,8.538329603927227,Action,anxiety,
A0600,21.0,16.47493927404136,RPG,anxiety,
A0601,13.0,22.322405239113696,Casual,anxiety,
A0602,29.0,5.825633451966279,Casual,anxiety,
A0603,19.0,24.426893942878003,Casual,anxiety,
A0604,15.0,36.03570624490611,Strategy,anxiety,
A0605,20.0,16.958139458029684,RPG,anxiety,
A0606,23.0,54.67664483920813,Strategy,anxiety,
A0607,20.0,6.559855929295167,RPG,anxiety,
A0608,13.0,4.500894871551104,Action,anxiety,
A0609,32.0,2.935928627072505,Strategy,anxiety,
A0610,35.0,40.31950912425447,Strategy,anxiety,
A0611,30.0,20.562983153643,Action,anxiety,
A0612,15.0,11.652634167737537,RPG,anxiety,
A0613,23.0,15.24078260624526,Casual,anxiety,
A0614,24.0,4.951094989717969,Action,anxiety,
A0615,29.0,86.19408740203933,Casual,anxiety,
A0616,30.0,13.509281200767614,Casual,anxiety,
A0617,19.0,13.296699355693692,Action,anxiety,
A0618,25.0,21.77175089811033,RPG,anxiety,
A0619,28.0,17.900119438912117,Casual,anxiety,
A0620,36.0,14.57207781872405,Action,anxiety,
A0621,30.0,6.472875435306843,Strategy,anxiety,
A0622,31.0,17.764013292432075,Strategy,anxiety,
A0623,25.0,54.90583336157133,Strategy,anxiety,
A0624,36.0,35.74234201859923,Action,anxiety,
A0625,28.0,43.57786340320519,Strategy,anxiety,
A0626,18.0,8.09322635095297,Casual,anxiety,
A0627,36.0,5.519659335455224,Strategy,anxiety,
A0628,30.0,11.016239077267386,Strategy,anxiety,
A0629,21.0,12.737876160260123,Casual,anxiety,
A0630,21.0,29.23460805334205,Strategy,anxiety,
A0631,27.0,3.1456743794011413,Casual,anxiety,
A0632,28.0,41.41488078785047,Strategy,anxiety,
A0633,26.0,10.73590445976784,Casual,anxiety,
A0634,27.0,8.658098658664965,Strategy,anxiety,
A0635,38.0,5.421196241115472,Casual,anxiety,
A0636,33.0,3.241754392770442,Action,anxiety,
A0637,26.0,23.536124819045728,Casual,anxiety,
A0638,32.0,12.918422246462995,Strategy,anxiety,
A0639,16.0,4.340681138736487,Strategy,anxiety,
A0640,28.0,4.322945429661226,RPG,anxiety,
A0641,39.0,9.312636493029698,Casual,anxiety,
A0642,23.0,46.30348462927425,Action,anxiety,
A0643,18.0,9.897942615317865,Casual,anxiety,
A0644,19.0,3.660082314663228,Casual,anxiety,
A0645,16.0,10.00820792403074,Action,anxiety,
A0646,18.0,9.79450137672036,Casual,anxiety,
A0647,22.0,1.4084512347887854,Action,anxiety,
A0648,13.0,11.664664068145864,Action,anxiety,
A0649,25.0,10.127478527072894,Casual,anxiety,
A0650,32.0,21.262928106222407,Casual,anxiety,
A0651,17.0,53.4723595225156,Strategy,anxiety,
A0652,37.0,30.00163930406852,Strategy,anxiety,
A0653,29.0,9.824596100595215,RPG,anxiety,
A0654,33.0,5.026778255355929,RPG,anxiety,
A0655,19.0,95.4581415094648,Casual,anxiety,
A0656,31.0,12.773525992124972,Action,anxiety,
A0657,16.0,12.31900797717744,RPG,anxiety,
A0658,32.0,11.949625396488583,Casual,anxiety,
A0659,26.0,14.274401220164371,RPG,anxiety,
A0660,29.0,10.853761158400184,Action,anxiety,
A0661,15.0,7.698845591943413,Casual,anxiety,
A0662,17.0,7.865710324136785,Action,anxiety,
A0663,29.0,11.867426568692704,Casual,anxiety,
A0664,17.0,7.887349785772769,RPG,anxiety,
A0665,28.0,6.887604686520068,Strategy,anxiety,
A0666,14.0,13.265201557420282,RPG,anxiety,
A0667,31.0,9.934546478193186,RPG,anxiety,
A0668,15.0,40.576715444424565,Strategy,anxiety,
A0669,29.0,1.4611505207286062,Strategy,anxiety,
A0670,30.0,29.17188729174478,Casual,anxiety,
A0671,19.0,33.01190169924653,Casual,anxiety,
A0672,29.0,2.319351948404829,Action,anxiety,
A0673,27.0,9.261350911009286,Action,anxiety,
A0674,20.0,9.05074710373446,RPG,anxiety,
A0675,16.0,3.951086657429246,Strategy,anxiety,
A0676,13.0,6.538754147037523,Action,anxiety,
A0677,27.0,5.010518103525824,RPG,anxiety,
A0678,13.0,49.492263020348645,Strategy,anxiety,
A0679,25.0,25.75278340118436,Casual,anxiety,
A0680,22.0,33.69144932702837,RPG,anxiety,
A0681,30.0,21.70055098492829,Casual,anxiety,
A0682,22.0,4.937003573152529,Action,anxiety,
A0683,22.0,8.007541514791217,Action,anxiety,
A0684,30.0,18.020313493101494,Strategy,anxiety,
A0685,27.0,4.582743117947916,RPG,anxiety,
A0686,27.0,21.55049409518889,Casual,anxiety,
A0687,28.0,10.051678962261366,Strategy,anxiety,
A0688,13.0,9.026307363599283,Action,anxiety,
A0689,31.0,21.515378845312437,Action,anxiety,
A0690,29.0,17.381573471352155,RPG,anxiety,
A0691,16.0,9.12690885649892,Casual,anxiety,
A0692,23.0,30.798433943340783,RPG,anxiety,
A0693,24.0,5.130224076816543,Casual,anxiety,
A0694,23.0,19.94041318145383,Casual,anxiety,
A0695,27.0,19.579458997826645,RPG,anxiety,
A0696,36.0,9.51018042535076,Strategy,anxiety,
A0697,33.0,15.814170699529656,RPG,anxiety,
A0698,14.0,4.477698285727402,RPG,anxiety,
A0699,29.0,25.51385442389508,Action,anxiety,
A0700,35.0,10.50738444911645,Action,anxiety,
A0701,28.0,8.019063011624015,RPG,anxiety,
A0702,33.0,28.196768542019186,RPG,anxiety,
A0703,41.0,6.934611607872335,Action,anxiety,
A0704,33.0,3.948086230543788,Casual,anxiety,
A0705,26.0,3.506774472162008,RPG,anxiety,
A0706,33.0,19.7827028226106,Strategy,anxiety,
A0707,26.0,4.373906378805439,Strategy,anxiety,
A0708,25.0,49.59228838763554,Strategy,anxiety,
A0709,22.0,2.3035616616024632,RPG,anxiety,
A0710,37.0,47.33098214147768,Casual,anxiety,
A0711,18.0,14.422853162502552,Casual,anxiety,
A0712,37.0,11.275469332938943,Action,anxiety,
A0713,28.0,7.877926467123683,RPG,anxiety,
A0714,13.0,16.7652600533784,Casual,anxiety,
A0715,27.0,11.82117291048193,RPG,anxiety,
A0716,13.0,29.44845672837258,Action,anxiety,
A0717,30.0,13.348207670340118,Action,anxiety,
A0718,32.0,13.739039914981223,Action,anxiety,
A0719,20.0,9.107609111493892,Strategy,anxiety,
A0720,25.0,11.63995412358951,RPG,anxiety,
A0721,40.0,15.583948077525184,Action,anxiety,
A0722,20.0,3.101436173162791,RPG,anxiety,
A0723,16.0,4.1431305033245085,Strategy,anxiety,
A0724,36.0,22.07865434911541,Strategy,anxiety,
A0725,40.0,13.966929413456535,Action,anxiety,
A0726,25.0,10.515110636922024,Action,anxiety,
A0727,33.0,12.363482233505287,Casual,anxiety,
A0728,35.0,16.087866660296417,RPG,anxiety,
A0729,19.0,7.910510005566885,Action,anxiety,
A0730,21.0,6.536201717931953,Casual,anxiety,
A0731,34.0,14.248850033832944,RPG,anxiety,
A0732,38.0,5.569480476736025,Action,anxiety,
A0733,29.0,16.887981322313955,Casual,anxiety,
A0734,17.0,3.1203123737759664,Casual,anxiety,
A0735,40.0,27.752460692381764,RPG,anxiety,
A0736,20.0,17.780066779043743,Casual,anxiety,
A0737,22.0,14.951681784423542,RPG,anxiety,
A0738,27.0,26.7397918428153,RPG,anxiety,
A0739,37.0,46.1722771167444,RPG,anxiety,
A0740,31.0,27.42612570562691,Strategy,anxiety,
A0741,28.0,2.79351487547632,Casual,anxiety,
A0742,28.0,4.376890000380771,RPG,anxiety,
A0743,25.0,7.390128608427006,Action,anxiety,
A0744,29.0,12.439449577726355,Strategy,anxiety,
A0745,13.0,18.43271760604581,Strategy,anxiety,
A0746,22.0,6.816900861748263,Casual,anxiety,
A0747,26.0,14.145738484860736,RPG,anxiety,
A0748,15.0,6.657164573051586,Casual,anxiety,
A0749,28.0,7.469184010279812,Strategy,anxiety,
A0750,23.0,3.953776201128247,RPG,anxiety,
A0751,39.0,5.820658520013578,Action,anxiety,
A0752,37.0,4.131548662530646,RPG,anxiety,
A0753,21.0,5.5806284618234265,Strategy,anxiety,
A0754,23.0,28.301461241352897,Action,anxiety,
A0755,24.0,5.700083870952504,RPG,anxiety,
A0756,21.0,100.07357364031688,Action,anxiety,
A0757,26.0,18.07725142953524,Action,anxiety,
A0758,18.0,14.123907076952632,Strategy,anxiety,
A0759,15.0,6.130729672233441,Action,anxiety,
A0760,29.0,21.332844994082805,Casual,anxiety,
A0761,30.0,7.686685982031171,Strategy,anxiety,
A0762,18.0,13.431569268738569,Casual,anxiety,
A0763,32.0,94.44972011366166,Action,anxiety,
A0764,19.0,11.28136309156849,Casual,anxiety,
A0765,27.0,30.551648993306248,RPG,anxiety,
A0766,31.0,6.941090258170771,Action,anxiety,
A0767,24.0,11.84622448083767,RPG,anxiety,
A0768,28.0,50.2314090087562,Casual,anxiety,
A0769,20.0,7.3774374828490865,RPG,anxiety,
A0770,23.0,51.933229551370005,Action,anxiety,
A0771,23.0,21.46023200878697,RPG,anxiety,
A0772,19.0,7.768107574304786,Casual,anxiety,
A0773,23.0,20.204921053440195,Casual,anxiety,
A0774,13.0,26.523829615537156,Casual,anxiety,
A0775,21.0,20.034343377372217,Action,anxiety,
A0776,22.0,3.468839930504121,Casual,anxiety,
A0777,22.0,6.80930636313465,Action,anxiety,
A0778,23.0,9.994001785296168,RPG,anxiety,
A0779,24.0,11.478242154308225,Casual,anxiety,
A0780,28.0,20.01611457823674,RPG,anxiety,
A0781,31.0,14.043516086370506,Strategy,anxiety,
A0782,19.0,4.185911630320741,RPG,anxiety,
A0783,15.0,16.513170602033153,Strategy,anxiety,
A0784,16.0,19.85525278839772,RPG,anxiety,
A0785,21.0,19.064583720942824,Action,anxiety,
A0786,22.0,28.922637137018032,RPG,anxiety,
A0787,18.0,23.739438186671286,Action,anxiety,
A0788,14.0,17.59023754810344,Action,anxiety,
A0789,21.0,11.517497846286988,Casual,anxiety,
A0790,26.0,3.2259621704818007,Action,anxiety,
A0791,29.0,17.179117979966502,Strategy,anxiety,
A0792,20.0,14.38448434622002,Casual,anxiety,
A0793,21.0,15.138831566338936,Casual,anxiety,
A0794,17.0,4.386804858119761,RPG,anxiety,
A0795,24.0,5.13025193274332,Action,anxiety,
A0796,18.0,28.290393158843973,Action,anxiety,
A0797,29.0,11.80302526396782,Strategy,anxiety,
A0798,13.0,21.014245353153004,RPG,anxiety,
A0799,22.0,12.46163470403553,RPG,anxiety,
A0800,27.0,12.475976455951782,Casual,anxiety,
A0801,26.0,25.80651668648249,Casual,anxiety,
A0802,46.0,8.06202058014461,Casual,anxiety,
A0803,27.0,13.156245930379551,Strategy,anxiety,
A0804,16.0,8.416379679913984,Strategy,anxiety,
A0805,24.0,8.605512773379017,Casual,anxiety,
A0806,13.0,9.513028700771605,RPG,anxiety,
A0807,24.0,14.551688242617946,Strategy,anxiety,
A0808,18.0,8.306190686857047,RPG,anxiety,
A0809,32.0,33.26829696654305,RPG,anxiety,
A0810,20.0,5.955494019999564,Action,anxiety,
A0811,24.0,10.490841984925153,Casual,anxiety,
A0812,19.0,8.569549407853225,Action,anxiety,
A0813,38.0,38.767501578877,Casual,anxiety,
A0814,22.0,14.256940221058052,Casual,anxiety,
A0815,39.0,27.81222386909325,RPG,anxiety,
A0816,31.0,3.71192905190972,Casual,anxiety,
A0817,28.0,15.084084972925924,RPG,anxiety,
A0818,27.0,24.821361581192804,RPG,anxiety,
A0819,28.0,13.011416851781386,Casual,anxiety,
A0820,13.0,28.570773794918864,RPG,anxiety,
A0821,22.0,8.054003040308576,RPG,anxiety,
A0822,31.0,37.61782292872335,RPG,anxiety,
A0823,24.0,76.63995135145689,Strategy,anxiety,
A0824,13.0,9.113247750609398,RPG,anxiety,
A0825,24.0,8.53007354065254,Strategy,anxiety,
A0826,38.0,38.96670570677573,Strategy,anxiety,
A0827,34.0,43.10580680050257,RPG,anxiety,
A0828,24.0,8.01818412792374,RPG,anxiety,
A0829,32.0,8.704590640488552,Strategy,anxiety,
A0830,22.0,9.723759396771545,Strategy,anxiety,
A0831,13.0,4.155528395300186,RPG,anxiety,
A0832,17.0,5.842030605424881,RPG,anxiety,
A0833,37.0,5.455844321029077,Casual,anxiety,
A0834,22.0,6.59137481344868,Strategy,anxiety,
A0835,23.0,11.849102070758644,Strategy,anxiety,
A0836,22.0,14.69300875902015,Casual,anxiety,
A0837,40.0,42.11484933318041,Strategy,anxiety,
A0838,38.0,5.481160054908777,Action,anxiety,
A0839,42.0,26.77471357456262,Strategy,anxiety,
A0840,23.0,10.2657070174837,Casual,anxiety,
A0841,27.0,11.70983435933881,Action,anxiety,
A0842,13.0,20.90222460492217,RPG,anxiety,
A0843,36.0,4.962066974950495,Casual,anxiety,
A0844,15.0,16.542416792148288,Casual,anxiety,
A0845,26.0,13.91770494358448,RPG,anxiety,
A0846,16.0,18.06472264308312,Casual,anxiety,
A0847,20.0,15.353368790390292,Strategy,anxiety,
A0848,18.0,86.85500437530585,RPG,anxiety,
A0849,20.0,7.314129406808822,Casual,anxiety,
A0850,20.0,7.966158933156068,RPG,anxiety,
A0851,20.0,7.400056082222989,RPG,anxiety,
A0852,31.0,7.811666369551777,RPG,anxiety,
A0853,16.0,7.316194371335015,Action,anxiety,
A0854,26.0,31.538632560939245,Casual,anxiety,
A0855,34.0,37.95508163837605,Action,anxiety,
A0856,20.0,7.7168246526522335,Casual,anxiety,
A0857,19.0,6.259595344172203,Strategy,anxiety,
A0858,23.0,17.763262945705662,Strategy,anxiety,
A0859,34.0,7.832028660058251,Strategy,anxiety,
A0860,26.0,20.213394004520623,Casual,anxiety,
A0861,20.0,14.32975889749925,RPG,anxiety,
A0862,28.0,3.6233706376885104,RPG,anxiety,
A0863,16.0,42.01405314734703,Action,anxiety,
A0864,30.0,51.24930917812336,Action,anxiety,
A0865,28.0,7.461593875386734,Strategy,anxiety,
A0866,22.0,8.93377244606758,Action,anxiety,
A0867,18.0,15.312849500699135,Casual,anxiety,
A0868,17.0,15.919828885967862,Casual,anxiety,
A0869,29.0,20.631838030341616,Action,anxiety,
A0870,34.0,60.834899608563866,Action,anxiety,
A0871,19.0,10.57446590272875,Action,anxiety,
A0872,28.0,6.43249317637851,Action,anxiety,
A0873,13.0,4.041211881213916,Strategy,anxiety,
A0874,20.0,6.788676258822524,Strategy,anxiety,
A0875,24.0,11.863879187905416,Action,anxiety,
A0876,17.0,51.19522627151855,Casual,anxiety,
A0877,17.0,8.051923127870756,Strategy,anxiety,
A0878,19.0,14.570957879371036,Casual,anxiety,
A0879,27.0,12.023483348130254,RPG,anxiety,
A0880,23.0,31.522911125216847,Casual,anxiety,
A0881,13.0,91.97768016369822,Action,anxiety,
A0882,13.0,7.966975870108893,RPG,anxiety,
A0883,20.0,8.23545361569316,Strategy,anxiety,
A0884,28.0,28.087614151871225,Strategy,anxiety,
A0885,13.0,21.02081614366597,RPG,anxiety,
A0886,21.0,53.37624840461147,Casual,anxiety,
A0887,20.0,19.43630187679816,Strategy,anxiety,
A0888,36.0,9.139140349434426,Action,anxiety,
A0889,21.0,19.541176693960864,RPG,anxiety,
A0890,28.0,29.57598943640098,Action,anxiety,
A0891,26.0,23.48555954803846,RPG,anxiety,
A0892,13.0,18.280213125200163,Strategy,anxiety,
A0893,31.0,28.598084832108192,Casual,anxiety,
A0894,26.0,31.04495987559536,RPG,anxiety,
A0895,29.0,36.808440961629415,RPG,anxiety,
A0896,56.0,20.47015373843493,Action,anxiety,
A0897,13.0,10.657944065597764,Strategy,anxiety,
A0898,38.0,13.699659097723805,Action,anxiety,
A0899,22.0,31.983085125114197,Strategy,anxiety,
A0900,27.0,6.337291463512353,Action,anxiety,
A0901,24.0,16.36162488919941,RPG,anxiety,
A0902,21.0,8.89357361451416,Action,anxiety,
A0903,20.0,12.46588680875015,Casual,anxiety,
A0904,27.0,33.87785276387757,Strategy,anxiety,
A0905,13.0,14.194850449237371,Strategy,anxiety,
A0906,31.0,12.643575727223505,RPG,anxiety,
A0907,21.0,4.104627875267284,Strategy,anxiety,
A0908,15.0,22.131520355755328,Casual,anxiety,
A0909,21.0,20.417397272926383,Action,anxiety,
A0910,35.0,68.7587346990415,RPG,anxiety,
A0911,20.0,9.523642698727656,Casual,anxiety,
A0912,27.0,14.516998340008143,Strategy,anxiety,
A0913,19.0,14.87239703638332,Strategy,anxiety,
A0914,31.0,43.0328003527187,Casual,anxiety,
A0915,30.0,11.288263685566454,Action,anxiety,
A0916,39.0,15.22923933698744,Action,anxiety,
A0917,23.0,19.812582343610305,RPG,anxiety,
A0918,30.0,14.143954635028628,Strategy,anxiety,
A0919,25.0,8.52372207203728,Casual,anxiety,
A0920,35.0,14.228855700957888,Action,anxiety,
A0921,19.0,28.7576954682615,RPG,anxiety,
A0922,30.0,5.359055572895415,Strategy,anxiety,
A0923,23.0,13.549853552280172,Strategy,anxiety,
A0924,24.0,6.958078426278966,RPG,anxiety,
A0925,25.0,31.69114496254324,RPG,anxiety,
A0926,27.0,3.601860351075168,Action,anxiety,
A0927,24.0,7.790168751145326,Casual,anxiety,
A0928,26.0,16.473771334766383,Strategy,anxiety,
A0929,37.0,42.6240745268312,Casual,anxiety,
A0930,32.0,11.558253738402724,Strategy,anxiety,
A0931,31.0,7.8134013299809,Strategy,anxiety,
A0932,21.0,54.86774513523746,Casual,anxiety,
A0933,17.0,3.825116329154949,RPG,anxiety,
A0934,32.0,2.0979385813822087,Action,anxiety,
A0935,32.0,17.32259225162243,Strategy,anxiety,
A0936,36.0,8.152760817619665,RPG,anxiety,
A0937,20.0,5.381750786828108,Strategy,anxiety,
A0938,23.0,21.470612890268303,Action,anxiety,
A0939,13.0,14.806119440425316,Strategy,anxiety,
A0940,21.0,7.758097180364325,Action,anxiety,
A0941,32.0,4.374343629726685,Action,anxiety,
A0942,21.0,24.482678380421568,Strategy,anxiety,
A0943,30.0,20.494589866579545,Strategy,anxiety,
A0944,23.0,11.253276255635672,Action,anxiety,
A0945,27.0,53.373245341160846,RPG,anxiety,
A0946,15.0,5.175480509607846,Casual,anxiety,
A0947,25.0,3.595128962466543,Action,anxiety,
A0948,13.0,7.003944876435399,Strategy,anxiety,
A0949,23.0,11.746216478605032,Strategy,anxiety,
A0950,13.0,14.800656819157926,RPG,anxiety,
A0951,34.0,10.044358701947456,Casual,anxiety,
A0952,31.0,16.14554753468858,Action,anxiety,
A0953,28.0,4.476173091152809,Action,anxiety,
A0954,37.0,38.66797288044934,Casual,anxiety,
A0955,17.0,11.407591528061564,Action,anxiety,
A0956,38.0,29.779989220077905,Casual,anxiety,
A0957,32.0,16.025485152928052,Strategy,anxiety,
A0958,23.0,17.556119442600338,Casual,anxiety,
A0959,34.0,19.217355906660814,Action,anxiety,
A0960,16.0,17.429546625136414,Casual,anxiety,
A0961,18.0,20.37234222948833,RPG,anxiety,
A0962,20.0,35.28020437648024,Strategy,anxiety,
A0963,20.0,14.256556921984512,Strategy,anxiety,
A0964,16.0,21.481734288528724,Casual,anxiety,
A0965,34.0,11.3385842470916,Action,anxiety,
A0966,22.0,38.55530763445061,RPG,anxiety,
A0967,27.0,7.091423941234199,Strategy,anxiety,
A0968,20.0,51.457300452196776,Strategy,anxiety,
A0969,13.0,11.797334775590048,Action,anxiety,
A0970,27.0,3.87823408890413,Action,anxiety,
A0971,13.0,13.497217214387716,RPG,anxiety,
A0972,24.0,7.065039973060747,Casual,anxiety,
A0973,14.0,23.867431698495132,Action,anxiety,
A0974,40.0,7.227555085683297,Casual,anxiety,
A0975,32.0,8.525428223709334,RPG,anxiety,
A0976,25.0,2.6868443885407784,Casual,anxiety,
A0977,35.0,8.483770153722723,Strategy,anxiety,
A0978,18.0,1.752242749727612,Casual,anxiety,
A0979,29.0,3.431089129394425,RPG,anxiety,
A0980,26.0,22.383671114132092,RPG,anxiety,
A0981,27.0,22.84289497376814,RPG,anxiety,
A0982,35.0,17.122031900159378,Casual,anxiety,
A0983,30.0,5.620491330817736,Strategy,anxiety,
A0984,27.0,11.726261686719509,Action,anxiety,
A0985,13.0,12.14743417809469,Strategy,anxiety,
A0986,17.0,4.822576113386176,Casual,anxiety,
A0987,24.0,40.55741568555933,Casual,anxiety,
A0988,25.0,24.578936405182635,Action,anxiety,
A0989,15.0,10.208581202224808,Casual,anxiety,
A0990,44.0,12.44736148077632,RPG,anxiety,
A0991,37.0,14.39248573402023,RPG,anxiety,
A0992,29.0,2.378837933623192,RPG,anxiety,
A0993,25.0,9.99673054447826,RPG,anxiety,
A0994,23.0,7.0597709073991055,RPG,anxiety,
A0995,17.0,5.466857707711767,Casual,anxiety,
A0996,25.0,9.72908415327526,Action,anxiety,
A0997,27.0,51.32352486754121,Action,anxiety,
A0998,15.0,20.341726906622327,RPG,anxiety,
A0999,27.0,7.71415388339778,Casual,anxiety,
A1000,23.0,19.26068988080513,Strategy,anxiety,
G0001,24.0,12.57436141778185,Strategy,aggression,
G0002,27.0,4.403354824432183,Action,aggression,
G0003,13.0,7.0946941690608325,Action,aggression,
G0004,19.0,6.163075738323524,Sports,aggression,
G0005,22.0,21.59077222199588,RPG,aggression,
G0006,29.0,6.877746233351611,Sports,aggression,
G0007,26.0,15.61715088488734,Action,aggression,
G0008,16.0,60.89672050752946,RPG,aggression,
G0009,34.0,31.080337672559335,Sports,aggression,
G0010,15.0,6.717436636214653,Action,aggression,
G0011,25.0,7.302420702805444,Strategy,aggression,
G0012,23.0,15.026085042209967,Strategy,aggression,
G0013,27.0,2.2215464749190423,Action,aggression,
G0014,25.0,4.591115645184267,Action,aggression,
G0015,33.0,15.54314589988202,Action,aggression,
G0016,19.0,8.918412353451343,RPG,aggression,
G0017,15.0,56.918627415718014,Action,aggression,
G0018,35.0,5.716756565216557,Strategy,aggression,
G0019,27.0,3.887805705197401,Strategy,aggression,
G0020,14.0,4.478750808722546,Strategy,aggression,
G0021,13.0,10.10102075384267,Action,aggression,
G0022,28.0,8.630075748910038,RPG,aggression,
G0023,18.0,74.2415290234976,Sports,aggression,
G0024,39.0,6.964291320109568,Strategy,aggression,
G0025,27.0,10.47509051716968,Strategy,aggression,
G0026,24.0,22.10411153826989,Strategy,aggression,
G0027,30.0,9.050477283154848,RPG,aggression,
G0028,34.0,16.445407942782214,Sports,aggression,
G0029,14.0,14.230904491150394,Strategy,aggression,
G0030,15.0,21.189049609602577,Sports,aggression,
G0031,19.0,2.809227814983019,Sports,aggression,
G0032,27.0,20.63656437939112,Action,aggression,
G0033,14.0,8.806981153038127,Action,aggression,
G0034,23.0,11.804262874700798,RPG,aggression,
G0035,13.0,7.042813097280485,RPG,aggression,
G0036,24.0,44.39575500237379,Strategy,aggression,
G0037,25.0,1.5803364730871827,Action,aggression,
G0038,17.0,35.14158853667409,RPG,aggression,
G0039,22.0,5.413487858340871,Sports,aggression,
G0040,28.0,39.4915458993925,Strategy,aggression,
G0041,16.0,29.93697585156329,Action,aggression,
G0042,27.0,24.8657079896758,Strategy,aggression,
G0043,32.0,21.01669210466508,RPG,aggression,
G0044,32.0,76.68172679259824,Action,aggression,
G0045,15.0,5.838885250638495,Action,aggression,
G0046,23.0,5.91125059850509,RPG,aggression,
G0047,20.0,5.527276885224724,Strategy,aggression,
G0048,22.0,22.93430829019002,RPG,aggression,
G0049,29.0,3.097993953266162,Strategy,aggression,
G0050,13.0,24.7803296824668,Action,aggression,
G0051,17.0,7.693715567155681,Sports,aggression,
G0052,18.0,3.815448580503846,Action,aggression,
G0053,28.0,3.7816453480936314,RPG,aggression,
G0054,37.0,4.8690732112334905,Action,aggression,
G0055,26.0,2.618395370989242,Strategy,aggression,
G0056,30.0,15.84281189263546,Sports,aggression,
G0057,27.0,21.469037437918203,Strategy,aggression,
G0058,31.0,23.63683011237771,Sports,aggression,
G0059,22.0,5.675532296935876,Sports,aggression,
G0060,25.0,13.159420784438051,Action,aggression,
G0061,34.0,10.021022300415552,RPG,aggression,
G0062,32.0,18.58544443081735,Action,aggression,
G0063,35.0,14.885326710012317,Action,aggression,
G0064,21.0,10.818434522271888,Sports,aggression,
G0065,18.0,1.8729062907824303,Strategy,aggression,
G0066,25.0,8.585527702888973,Sports,aggression,
G0067,13.0,11.020848885650055,RPG,aggression,
G0068,13.0,5.337218410724381,Strategy,aggression,
G0069,26.0,7.8282735238744605,Strategy,aggression,
G0070,28.0,3.0978160555015224,RPG,aggression,
G0071,21.0,7.470822480794292,RPG,aggression,
G0072,13.0,15.725472784860376,Action,aggression,
G0073,35.0,65.3758951009159,Action,aggression,
