participant_id,gaming_hours_daily,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,gaming_addiction_score,social_gaming_score,age,gender,aggression_score,gaming_hours_played,gaming_wellbeing_score,gaming_stress_level,gaming_social_connection_score,gaming_achievement_satisfaction
S0338,4.863839411761852,3.021525441236442,2.876346776097375,4.507085779599773,3.347865864076696,3.596062472668885,3.317284756805452,2.910536527641022,26,female,20,255.6603146502644,7.616960237856405,5.669094581741581,6.401353751747335,5.809829528403957
S0339,3.1230363291484373,2.495780352555266,3.886227137588501,1.3371076600671576,3.861907863354951,4.028469541445984,1.0,3.5798091455051657,13,male,26,1435.966116199029,6.364446475362799,3.064351594455744,6.628531303333709,3.946622033474336
S0340,4.164772966483014,3.0567930498708344,4.660251834135957,1.9261079105056256,3.470059165950744,2.502891820822627,3.3742465128919035,2.850985329314301,26,male,7,6.037230965065753,6.177894842907343,5.869033431699078,3.850536639390176,9.688997517840985
S0341,6.800852844410922,3.982289158973783,4.928663717368961,2.041661450723906,3.3192971307627968,2.214914653769605,1.9718239415521568,4.053632352908396,13,female,14,465.1857686655171,3.985389257053914,4.618346776906583,6.028410383599513,6.628857483980329
S0342,4.903967558900547,3.163520587628026,2.3938101491680066,3.2716608546142485,3.676398130458296,3.4158911264255982,1.0,4.273104927630094,13,male,17,111.516632338898,7.441704139210175,1.783731474136033,4.016686552858463,3.0331807059075118
S0343,6.527775717812395,2.45649853950766,4.0956294370896815,1.7943493111075035,4.917687668427245,1.0,2.629011223725256,4.082610426069327,20,male,25,629.0237103170438,6.495023557368567,1.0,5.649705890100732,5.62036373296695
S0344,10.345557045797673,5.0,3.66128381546747,2.2748675625402552,2.9156191847703243,1.0,1.2340197530274737,3.537374322686918,35,male,27,47.21825540880421,7.103551955910113,2.1053872186457334,4.449153150084466,4.876749959217472
S0345,6.618400442959228,3.648258123426857,2.1046523279906486,3.601488762555122,5.0,3.2945086170301674,1.0,2.175570584921401,15,male,17,34.55610005711082,5.7788037643762,5.876943331940633,6.741618195992976,7.82284450537618
S0346,4.118193359371295,2.0203206858878424,4.1019826742761945,1.7768206283412653,3.956671709450232,2.207495751646504,1.2558247146546515,4.304436846415146,35,male,19,33.0127600951883,8.207735900891594,5.452828436852217,8.66632691321662,7.220534729439778
S0347,4.115532194913904,4.215228067901576,5.0,2.2599015648927887,3.4618297052875957,2.5485691552184457,4.562783044405978,2.415575940452936,37,male,34,51.91122050190063,9.992145439914378,4.888066599062196,6.19241289400028,6.316279317537025
S0348,3.816634218077573,4.655191389966441,4.640992121574927,3.012545910625276,3.122637869818392,1.155413980835731,2.3566396242904566,2.505349847224397,13,male,11,131.5260087300274,6.228578320140273,4.825064942257577,7.319495942049395,6.012611539224394
S0349,5.497345769622209,3.197785805633782,3.12125666115238,2.145739326510117,3.3241845121682543,2.0718504812954874,2.747490800376697,2.889564679809004,27,male,7,14.187139593772605,3.917206813887908,6.497782730547729,6.330352535040001,5.199868635544451
S0350,3.6727969897312063,2.5627171202195766,2.557494580857784,3.7922567512732295,2.7958345020309303,1.3372467268256436,1.9304640026219149,2.968656894111122,26,male,10,704.244971593128,5.713711326665466,2.5041783132580626,6.7675481979591,4.3926337553929375
S0351,4.807513114822998,4.355763271313147,3.7197021864531856,3.1195785045523787,3.668543156510596,2.959614097348396,1.0,1.7173062320701278,29,male,26,14.072750512574082,7.213473292327212,7.619792132812402,7.366963761972597,2.9488938000979625
S0352,2.6871789163447963,4.12861332331745,1.7558669999167011,2.8966496599986864,3.3203315590618034,1.0328410674736728,1.673283595850044,4.432233493690914,17,male,37,238.4180652578196,4.506914893044042,5.830440555881054,4.446661647267519,5.534690825278327
S0353,2.5993068573306437,4.091710396500616,3.795105121332385,1.9077896949875168,3.479243912978942,2.4377644260035587,2.5100398690988337,3.241373285106996,17,male,17,12.507665513430862,4.923830492417553,3.32755685274355,7.268351339208503,9.875580487739311
S0354,4.716798643283895,1.869165289120178,2.647146723138531,2.452158375626921,2.3354710191108605,3.48241068900973,1.0,2.3955388278556464,38,male,32,19.485247595211696,4.99714424748227,4.543575607015949,6.06782677885382,7.004508557283529
S0355,2.5147361182165007,4.381984493131489,2.469347620248588,3.0300907337087293,4.581370756151142,4.399436329650699,1.5804003748598967,2.076298859076373,23,male,25,54.683940656098805,6.957971333916306,3.608235456576778,6.766515014412013,3.8924891304029847
S0356,1.889105443745415,5.0,2.5894215942272982,3.5420153697887384,4.0738351637735,3.1289025306821245,2.806223729466178,3.3111956547411285,24,female,24,264.21727229296664,5.313889237238648,3.9751413428361935,5.630089582033025,3.864206878007815
S0357,2.830672570643851,2.4156914638757923,2.9365851945236825,2.95144200565415,4.330313264404105,2.572746710949461,2.7287674167767197,3.2981754782431265,31,male,21,26.62670498643328,5.196377196039724,3.9492878818765367,6.634594902061108,9.525920281633017
S0358,4.032522965203393,3.5409519034389905,1.0,2.9855505229206507,4.904056164020062,4.419118097477793,2.546437253542219,1.7200851458077853,40,male,24,227.339337824216,3.739824375063981,3.6705449260690215,7.195826323521649,7.71471687725832
S0359,2.148127708011489,3.897769511890605,4.30855417809091,3.4188657900022594,4.399330145603479,2.838309746644199,2.88684200222312,4.035496897768106,28,male,11,153.6386377586392,8.752305851851808,5.574238680457141,6.318914759655838,6.190934871683152
S0360,9.763467305134302,3.7054319196644103,3.2374178384858907,4.3786246730292255,4.410935693879942,2.5105854282613653,1.1495352352427315,2.5357102932827957,20,male,5,451.4724004764772,9.214607500010423,2.323426249472844,5.044947676503695,5.9590478882139735
S0361,2.969278792298151,3.007652880578512,2.979911439431836,2.812649602402689,3.828469639278606,1.3948159629278003,1.243031063187776,1.9760702998323008,36,female,17,108.92952032868618,10.0,2.6974580077695203,2.971702641085874,7.928849589703525
S0362,1.5744039814670512,3.668602423389959,3.970678125114975,1.5940951869602795,4.312099522213583,3.268496842983991,2.8169388503623467,2.099201994441713,14,male,25,200.6376093715057,5.453334656322546,4.781010230946245,3.101286302668629,3.050507810094791
S0363,15.0,4.56515019669768,4.149441488590544,2.9583536405025748,3.113789238013989,1.0,2.1664357758542905,2.3710731276827337,17,male,31,316.02363042884565,7.436534921426998,4.470295441660203,7.4999651280896416,6.002567745091812
S0364,2.439329215745384,3.519410307742866,4.354137554078969,2.4310326574126684,3.8834255118009455,2.760555205525878,1.0,2.7063479273741597,21,female,13,251.25032296439392,3.2056263025085583,3.0793541859308293,5.507288569271848,4.10514651677356
S0365,11.232113104929596,2.917965665174582,4.136076009858307,4.112947763949003,2.531542069818338,2.354220664404138,2.49760863669566,3.8686926964620327,25,male,25,134.64793899141458,6.689534094864876,6.29066696734826,4.434944898450418,5.354897956945978
S0366,4.95644174791772,3.341529784482584,2.881665996416647,3.487338231115088,3.6489744658796535,2.5276313479857757,2.846494721854494,3.2796835960208206,27,male,19,16.134034679479733,8.719392051050143,2.8813046318907065,5.972474115105586,3.7132109159392206
S0367,4.236086710430533,3.477124652736633,4.456103723614755,2.2064198544723927,3.046780724010463,2.872586850866425,1.0260263765697066,4.3112020012970405,13,male,11,92.3974047922854,6.695813978277398,1.0,4.491439780322569,5.5789425253060685
S0368,1.8916701457104663,3.678910296745493,2.5822907186453783,2.936796666450296,3.843223381246265,1.0,1.6028558720380042,3.145659923671885,33,male,27,38.35622075170151,6.050698866999781,2.98492054302918,6.81441120976231,4.355003113985406
S0369,3.4269629684751206,3.540371803981173,2.189604052289937,3.777989905300759,4.3025620835643394,1.059370497709743,2.585869346247724,4.007615252656133,35,male,16,152.41584181687818,4.525962829051828,4.136531923223134,8.020771415981141,7.03249441052606
S0370,1.7774898912937325,5.0,1.8434243786401263,1.6026859062960954,4.791241670690828,2.8437662270774755,3.044777106807085,2.586616939190991,29,male,24,1.558547946879694,7.079817464266612,5.547431497357636,5.631206734678596,7.446861261831088
S0371,5.16928835972397,4.584690572795143,1.6743004962895227,3.938805952915207,4.315047679442559,2.0688257713659675,3.107588498382068,3.7563643122057497,27,female,25,8.185181136339708,5.938886357406665,2.663823505414658,7.169814601655021,7.304905610429406
S0372,2.8059139158041773,2.123696508947289,2.579301051164588,5.0,5.0,1.7231265724762117,1.9630356589118916,2.459937367655157,24,male,50,240.56376931732493,5.621838236625714,1.033471625717714,6.84406132799176,3.485418987418105
S0373,3.1411137277050702,3.4106824965529747,2.237485626808148,4.146546643914294,3.6529658488587295,1.7154132986279529,2.673049263432824,2.0786126302271883,38,male,20,16.88741921067071,6.135680952440878,2.5914163233120995,5.509651607941778,7.082164105074316
S0374,14.592243993969213,3.0043778832267205,2.920575072277779,1.8549256858865129,4.368268884270631,3.325875428151984,1.0,2.151407143127969,26,male,11,82.56275883398926,6.178971637922215,4.22796962339528,7.884429723536302,9.671727177650569
S0375,1.5281490218222678,3.382255307651911,2.696024635671161,2.3159058980578298,3.8933097766704248,3.795097723382772,3.345135721768992,2.3186304688771964,22,female,28,69.83370608776706,4.077746286264817,3.1427402341296915,6.213978661784056,5.507192365612254
S0376,1.287777239926318,3.9401913177420034,2.757979355463736,3.1823761509554,3.665768458045308,4.239161436874044,2.046949276093384,2.2782917028504603,15,male,42,17.408189994035187,5.590788424587201,4.643791462052604,7.711065642332377,5.714226600000348
S0377,2.2254800826570773,3.239090879888847,3.750422936862063,4.8107522465618135,3.948925152398665,3.1787210931497425,2.0026555707228706,4.503627577169916,39,male,31,39.07969342232463,9.98505890783028,4.593690238928789,6.836361262185752,9.13394485409824
S0378,4.614374707683456,3.685677589459108,3.849252935308832,2.4868085077035627,3.4375289848188126,3.510113435336556,2.8189410737830047,2.157773999589489,16,male,22,11.65783390038373,5.2399453438184365,1.0,5.439887212889166,4.920180671644502
S0379,9.98587741715379,3.1073497219105795,2.655970535613234,4.213588974722563,3.013948872309271,3.52897783277206,1.07968543454753,3.135976539772643,31,male,19,188.66050767768357,6.130316575449619,7.24628276697233,5.239087509336417,9.888267332269049
S0380,2.270575789914881,5.0,3.1607893980811363,1.0,4.029984033191286,2.721152955368004,2.3262194356176487,2.0089699396336766,20,male,17,159.26140069240896,6.466133283376178,4.837429302682017,2.9625868561364714,5.980312428098228
S0381,5.78940958662367,2.970602704211305,4.1477834563191145,4.376126924969219,3.6288669209738993,1.4181959922718428,2.568019961057155,2.7878426096283486,28,male,3,117.4346177583342,8.716917169908733,3.106149802720011,7.066171460301863,4.443821041427363
S0382,1.8874770189606875,3.753956302313037,2.6965880546495877,2.4551143234709825,3.206377798334292,1.6147304175301909,3.9572754713408456,3.371230631790361,13,male,25,495.6410285634068,3.6356234382888433,4.486747987108102,5.196961596942303,4.979396234944654
S0383,3.0320598699335948,4.317779123555033,3.6740769910009257,2.438046578695465,3.785771071507729,5.0,3.235001486392203,1.7772598208132784,21,male,19,17.028543761655158,6.333884099463906,7.3048780104879185,4.3145029667412,2.6377150042113007
S0384,0.8424530817603574,3.987702072446989,4.009304104764578,3.611012349264205,3.34909579892382,3.3662976496432475,3.520291681711607,2.1868708386665148,19,female,18,37.84608516360064,7.599160495255569,3.745008209235518,6.405950229122673,2.657420809603571
S0385,1.1450129637400073,2.2883943291401208,5.0,2.980477675662033,3.1635316237722693,2.1340958100077216,3.6864266150163782,1.877031901636536,18,male,22,1338.1090172770423,7.406747836772546,5.423447104596819,5.286817418171188,5.134730605551949
S0386,5.804352260928291,3.280773193039737,4.1972007412997385,5.0,3.11018807859296,3.198245486603939,3.313039541710645,3.3974013159951584,29,male,9,28.90565735783379,3.4166284487405902,6.436016517878871,3.0909950360841645,6.122438144856417
S0387,6.528608153260401,4.018958292195892,3.663013316343017,3.3710181112282385,3.961065118699036,2.216991162336394,2.9880203456863703,3.096439762536425,25,male,25,1.0,5.336448266706497,5.734183933771667,5.3053311891319,5.207244502708355
S0388,6.059586121272464,2.443811405890844,1.9193142514954955,1.419394871468746,3.4203933575070327,3.809677063355197,2.1878763845649374,4.087233561280673,15,male,13,34.72984860459003,6.840494712516534,4.062061508946763,5.761930013837133,4.668989420862039
S0389,4.163979015132436,2.8911376367866906,3.330335378285172,3.478557144410308,4.034019173497745,4.059712850063115,2.138753826688662,4.569273584916716,23,male,41,83.97261664394208,6.276125369651855,3.851863937536966,5.997823559604057,2.875785027914084
S0390,0.4563613901148541,3.7289711670235097,3.299667520780379,3.1899976363704465,2.5198517503143973,3.410459018258583,1.8160547561613865,4.287259370599341,49,female,18,50.480464534595214,8.058405673632594,4.008650458404817,4.425699752724202,7.614885077838517
S0391,1.8551745683791967,3.9172799602364745,3.6095788233142256,4.447943312562452,4.384462793329172,1.9370092187261616,3.141544181467056,3.3203062749075576,26,male,15,9.30367476957383,6.8058302234781225,3.974456313194845,8.102900953826577,8.070032965355956
S0392,1.0947189554406078,2.2415534361070453,2.9488761975467,1.0,4.628843625115408,1.780965443046171,1.4768972965547795,2.638254474141218,31,male,30,52.09485642018405,5.4747087338070735,5.069392595398074,6.168164041519853,5.1055755790851
S0393,3.074755799174996,2.585584714374164,2.681089335559924,1.945309857514452,3.4865134981541246,3.468324405657468,2.85489800396956,2.855078186940428,32,female,11,13.858673155396174,4.504813692661816,2.776002891132712,6.506117444359733,5.485718812215388
S0394,2.596412648281088,3.5371245315755875,3.413251061262617,2.890637768518397,3.494090078997183,3.156551558209881,2.0540450207016083,3.812373744715944,20,female,33,56.46048261477206,6.321678634466352,4.738292833993776,4.732933458229644,5.63076256200275
S0395,5.9250453810336765,2.6300977412414976,3.0371569189091128,3.1684599124374864,4.207027849111214,1.8542815153496357,1.438693836607308,3.9560388447396337,26,female,22,74.13622205378648,8.251529390270724,2.968054652403458,4.292035825878108,7.874380400218778
S0396,9.309330233265625,4.969001749935879,3.6947621077222905,2.313539768359482,3.329129374913252,2.5159208192483846,1.336067726612996,2.3173542850134243,30,female,17,58.044227056652005,7.02503536540879,6.4468611760854735,4.414991057884809,4.0674543565653
S0397,6.721476411821107,4.206415270985698,2.821615222375303,2.407693628679671,4.102863201348679,2.464878424063662,4.087886222639148,3.027109800932948,21,female,25,11.264142556765515,5.887970203682588,3.303143510891834,3.816941585978598,8.613894067948896
S0398,3.998235290342144,4.25285441067822,2.709297959290916,2.983452118117333,4.1569521309207165,3.1314252376510248,1.0,2.251136005014232,19,male,41,148.17050555532592,5.128754235821566,1.4688624836510464,6.126673118158405,7.487712331185662
S0399,9.77804384985732,3.334416216469803,3.714434349035524,2.3408099303567576,3.8394368848534746,1.3476268420969284,2.597827528523525,4.603634992798364,27,male,11,17.022101339216807,3.7692875469874414,4.524098064836542,6.892471503718806,3.010053092915792
S0400,2.421095427087696,2.960650851111847,3.2923819629197384,2.5942840620563543,4.022196046121114,4.348588940982944,1.139130971179423,2.514441176879741,23,female,21,25.63051606700772,10.0,1.0,5.058718596798751,9.316992796028458
S0401,6.206028124038578,1.593973787086218,3.7812729249759713,5.0,4.174434252740761,2.7082200116743933,1.0,2.851232416485028,35,female,36,29.116787757112803,7.980529621127324,3.985717540408254,7.528780032578246,6.915914777079918
S0402,1.980821444003775,3.67642809335207,2.6295544512637825,3.6033765868823457,2.82094675607239,2.9847614715480617,5.0,3.54265312958592,36,male,23,29.878315077645155,6.542999922535977,4.997761492736206,6.467615105186661,4.263132586693683
S0403,3.875366218643308,3.2178443170789466,3.6124544647211514,3.347839943467265,3.890605294777037,3.53043086834053,4.07009882013445,4.367063014161871,13,female,19,14.95170999671349,7.40967454842762,7.793013024685102,5.0266693485841305,7.539917902334892
S0404,6.286355528822616,2.626259982998688,3.328300458210809,2.204684303248568,4.002673584574769,1.523427471840106,2.7805383420408245,1.28962345969272,29,female,27,9.500622426447524,6.177839695447688,4.553558304513468,4.864251030308228,3.577406402370082
S0405,4.082948714058484,3.704906089966013,4.03241436876277,1.6399967460749354,4.844295482520988,2.625946857927807,3.4343378765104187,1.5690597842772875,25,female,21,6.086749121799904,7.379537442898097,3.851764419605526,3.589836242489487,9.117670875538437
S0406,1.8325886361353143,3.0678848133906618,3.275711964336677,2.208898034162337,3.7424569223816726,3.054677381463238,2.7023109999442343,3.9990925147143432,28,female,34,24.955317395982973,9.138404206395665,3.323444428304508,6.133213122889627,3.6489505051063
S0407,3.49693551148918,3.017326265408015,2.941848551109092,2.405082775402116,3.9996905777125273,1.914395764086306,2.1975271013553166,3.2511483112098083,29,female,31,26.32524906019688,9.707359445341478,3.868097223315567,5.75122081388309,7.7258560064813295
S0408,6.099034270536765,3.3051080990782564,3.656767470555239,3.627244200672172,4.769728870358465,4.0349314089157415,2.608312288000169,2.817617758239404,19,male,17,82.38772006233133,8.055120605936239,6.522004851405368,4.993229418632334,6.875461021542668
S0409,5.9088151090055305,3.847992158213185,1.824041528422557,4.698103627669772,3.76755962343581,3.667123916340019,3.1666554325655145,2.633656816047256,25,female,16,542.7636961016341,5.548286933723308,4.939001203406947,4.540305346164767,5.170570984490844
S0410,15.0,3.2495975535368804,4.041672075043829,1.6024012259284564,4.922796217140504,1.864105453048352,1.6699863887587283,3.726752812120033,19,male,28,175.36461248959574,9.65891851514236,5.977847043566258,3.742122311049653,6.660909460624417
S0411,5.047715792325059,2.394518720230323,3.0343526488277144,3.0867415815269483,5.0,3.735961029969964,2.7107455421969333,1.9789919281759136,26,male,14,63.811383003832525,3.048393407766722,3.486000641610444,7.8904693745411905,3.843572474553254
S0412,4.2167610939639335,2.359998179749782,3.737753546529384,2.8194759190498155,3.2238995933572223,3.330503855309885,1.5056482409761656,3.689128318700632,21,female,19,193.56962151268928,4.807537823700167,5.328659353758809,6.698243149246872,6.711832007935183
S0413,1.0060986301855668,4.405229584657089,5.0,1.3982855786885209,3.3820871022650394,2.035745596216481,1.9951941110837208,2.8973697917389662,27,male,12,147.9296264303115,10.0,7.355554483720099,6.717653916970398,4.713531470860995
S0414,2.353056636853036,3.685802415519148,3.5883337356965583,2.2083241032289878,3.2475091358553594,2.9874209185390392,1.858732619854468,2.9055110678953984,19,male,15,1239.3340168798616,4.156194610439437,4.128971784669931,4.978035723081768,4.279963222538261
S0415,1.3480693087070066,4.826574079001512,3.742037081322143,3.09367677856467,3.79392659930558,1.0,3.4443197679891417,1.377391016106594,27,male,15,87.82454627858105,4.864124327501858,2.193764911668703,4.594189920392283,2.739788522650872
S0416,9.84526316597718,3.190737239290652,2.8287740176429845,1.2694180400043285,3.872466284609719,2.3922408990548973,1.660921340765669,3.8070179819230017,19,male,42,4.944453729356938,5.964376882780884,2.1352893035064087,8.842666915490392,8.925224167527908
S0417,2.710224197631806,3.556152349469283,3.6542570478364578,3.325983431843122,3.0148796869308336,3.466753824568832,2.97289548137326,3.4384964114364065,26,male,19,31.57581489916808,2.7439996042285992,6.044920968077744,6.439419043587486,7.023608616253176
S0418,1.2757222487872917,3.3250430167528027,4.244805735264993,4.3970304630499495,2.620914700377669,2.1183248036933477,2.940174884677722,1.921346613295969,25,female,23,18.72887198824012,5.087314451788113,3.586591399035618,3.082902100244751,4.363287913020636
S0419,3.31022914978975,2.738395204182136,4.050106145323071,2.51043936012258,4.058066364294761,2.6770566449526245,1.827103638055544,1.9594895848288445,27,male,26,38.14724589980216,5.208968360644392,3.6815866256047753,7.786941234585045,5.244990936048112
S0420,3.145358795421307,2.217488063600356,2.5453668305785846,2.340577416223125,4.083096636916533,2.505363360488383,4.56031695421687,2.603869308241795,26,male,25,111.19856181997316,4.4273384518299,1.0,4.231375734658479,7.391591486150885
S0421,4.873882297469004,4.751306420812532,2.3746824450193333,2.559703478120768,4.890066459494697,4.571295653283362,3.0415939565937298,2.856524848050554,39,male,25,23.142261969910876,6.819777091633384,6.3253586185800925,5.261038283865646,8.201869977794708
S0422,4.203030062191606,2.799351376543721,1.855264362854552,1.5587295896443685,3.5503990903555325,2.6696998114793904,3.8482097942204687,1.26267036158618,39,male,17,200.27154714526355,8.399852308799726,1.0,2.6223049968536234,2.780433991870438
S0423,4.683062125611104,2.391304972451649,4.443218063197818,3.392394782295928,3.0355698712419903,2.0044320760028747,2.5431225463387084,3.1674013592309898,39,male,14,356.27988145077376,4.444300129024676,4.109848241664821,4.9358337703809125,6.198902671397616
S0424,2.967466828120625,3.786734497558619,3.104663559744877,2.188852671818271,4.141357203970949,2.533219219565381,1.0,3.7508678118104033,34,male,6,658.6609972924274,7.87054673667435,6.432988615377626,6.60405044105706,7.468318376605455
S0425,3.865647509899292,3.651643208916324,3.098168966996251,2.7592327189989203,4.359044010409903,3.350931347979412,3.0781455290940327,2.635585133240287,26,male,25,7.402827674337408,7.532457848376715,3.232997966051076,5.230232368901643,7.711480162074075
S0426,0.9027975883519708,4.579903930436897,2.6190021278443045,3.05371850087271,5.0,2.9949115341377954,2.743918561757729,4.28227651880062,18,male,20,68.85029732078506,5.960487773467062,2.949634890314265,4.603568897951981,5.990199348638824
S0427,1.0046585686588914,3.761795645756309,4.023391330334134,2.217079465061285,2.821514022847853,1.0,3.3195371558128843,3.066838639178368,31,male,21,120.34666443775863,5.655905296425677,5.2238818089996215,4.399416146626246,8.097160643567065
S0428,2.534297236682979,2.714631592668541,4.563247133413684,1.5839134482563182,3.3381653507376616,1.2219896258952068,4.276094075875839,3.88092442246506,21,male,20,88.59346611570945,6.625552567342703,1.979301944801396,6.936118656781803,4.486974246921846
S0429,2.482684320795617,2.130109199754585,3.290339762203142,3.130673294927077,4.599723202407323,2.4084716266301847,1.153119026805756,3.779364713294077,20,male,29,130.5357238385507,7.264914382010848,1.6758101904952882,4.212197909259913,7.155438170297581
S0430,1.1071420849981974,3.1000354029581416,3.2725830649288827,3.919695103747861,4.5593663661335535,3.947128477616135,3.5218167487231,3.9211455987090185,13,female,23,9.260926111234626,7.057674794634313,7.495491125047901,7.393720100676853,6.537773631247845
S0431,6.919067672726737,4.703882520253833,1.7913650332800777,4.274444407259782,3.421839949771359,3.084129903894743,3.453166110612345,3.724275670029714,26,male,40,2.0273710784058245,5.926397580201471,4.8200754172338,6.072611566237174,5.877049323232049
S0432,3.26928040013498,1.4700285143045808,3.4781430734550045,1.3237642828078684,2.9664710853511984,3.498631748913133,1.0,2.194596048927257,28,male,16,6.386781524067128,8.693398241769593,5.908145452304824,3.751074773606519,6.859409450950355
S0433,2.2676023802313283,2.67406606603704,4.738249590481958,1.3170514320531632,3.222639619928368,3.1284048817065297,2.7325621563866127,1.6772269062454126,36,male,20,34.408249471243344,5.475218114814562,6.373723972203049,7.081116327537088,6.187818012998522
S0434,3.81417535474138,2.797707040850336,2.9016865254953013,3.787030183976765,4.821768212830161,3.288105259002241,2.8968992832827207,2.642893033847077,42,male,43,114.37471672294264,6.737336910074272,3.715739360949853,5.3462099736417406,8.510508364706782
S0435,5.304355085921164,3.1866224317423844,3.654113654401457,3.2637941186038306,3.507243093106616,2.879309766658955,3.101473114515921,1.67827413100404,22,male,10,113.67019989878033,9.1469764148075,5.878409395768031,4.869712872917062,9.87431300006772
S0436,0.9308412208913291,3.026104172424364,2.5023734282087395,2.892937725443528,3.9198881639933534,1.4336301374335532,3.207617016876491,3.3287825639078945,35,male,24,1.0,2.866377952023904,6.271271762004238,5.789380137004756,5.416401403170319
S0437,5.328101337060844,5.0,1.9670661193276648,2.700172221230269,3.5081684294337667,1.7200481165957189,3.327694602891729,3.389268095676249,36,male,36,37.93311107322312,9.31271991536463,6.563996760334851,6.449512399587649,3.198239231559359
S0438,3.5624979207580494,3.317665845195905,4.496987989471081,3.3958419281258867,4.120402517084705,2.8143354483224985,1.0,3.8457614120963286,42,male,22,107.96251212413368,5.9032948687506215,4.62346674934765,3.755654051220788,1.795992306641753
S0439,4.911909986176895,2.7396530788112425,2.3991302053807955,2.406043786441745,3.0672367556201268,1.4983438330744023,2.9971265849075714,3.235659306183292,21,male,21,203.0048383112435,6.847436552777025,3.730138503458474,5.7778337028205975,3.400788262962093
S0440,4.961193077039328,3.677604856968471,1.9691889990093203,4.028224189776907,3.690720897425122,1.5976821355800326,2.2006281582027056,4.297818164086835,16,female,29,25.442593933292127,9.467815174004798,1.8608333584495065,2.9792791149299,6.794349823874256
S0441,1.435827534444906,3.2069228400011656,2.5536174750844904,3.156314488988781,3.860020483902548,3.903476805425658,2.782859294161022,2.803648056030805,21,male,17,20.631764536971485,3.522617330956461,5.548534458590287,5.382978652757212,5.822576597138677
S0442,7.234056612379739,2.916397288692872,3.813364794647904,3.0583512444031555,3.201119370610278,1.6232017224486668,1.675942903493157,4.599577729910152,15,male,18,1297.2042487992312,6.569042463835883,4.9224956237643855,1.9320726194322504,5.642126082630764
S0443,5.960861354515759,2.1867321832242403,1.9895464172535904,1.227194125167751,4.6646852540036985,2.4105517785098924,2.7262266358967966,2.122032563972749,14,male,15,52.41458321386556,7.071419696229339,4.922821701181993,4.602192855411716,6.50706194459263
S0444,8.329531029752989,3.45668540501318,2.156452908209578,3.554479965665666,4.094102001215151,1.0,2.1760080886002826,4.316971944980001,32,male,18,22.41429956360972,6.4470472868644695,3.530326156361774,7.932229663640435,3.1855946689515795
S0445,1.554397238475864,3.129860762087852,2.5971670665010644,2.0020976924612057,4.460845150833276,3.22360506448832,3.6705216484339,3.457813110528271,18,male,18,18.570818477926156,4.848355666901212,2.140487351757675,6.314430567060186,5.695791919836436
S0446,4.5646424190671055,3.6036371899815434,2.5662861193877333,3.082780957505544,3.533502156357902,1.0,3.490879988933002,4.018945655242793,32,male,19,7.353972682545487,7.769636174831393,5.380184550828887,4.513907726022784,8.140871785870097
S0447,1.751587187672679,5.0,3.6417623320263903,3.9417992566204743,3.8370951825649495,3.753329293137762,1.031971740346415,3.206566760552001,30,male,22,22.340561852102077,5.033668232111578,5.8595540182084624,6.729289702057688,5.783949863417972
S0448,1.4256089577648552,2.633335672420269,2.01642852508576,3.2565296368904058,4.061701876196414,1.5300094221902196,3.076219535895783,2.587996890314843,17,female,17,54.75159029886006,8.062471761364858,7.669087511958483,5.237229494976206,6.213509174000496
S0449,7.63372853186393,2.175219030323418,2.175312549065834,3.830968692356879,4.46974246317372,2.600550446809564,1.3395433998425004,3.09785916304526,24,male,19,12.097591545445924,4.4242703730095805,1.9390331523898352,6.29410733161823,5.020450344280368
S0450,1.9260872734712493,2.549446179753647,2.257692908893297,3.516710911500793,4.362269707333523,2.9342601741583256,2.0401486570885266,2.160752022578103,30,female,25,148.68246642844457,4.589209867864518,2.997433382504024,5.615983713503231,3.6341261562989553
S0451,4.281847214233395,2.797780128831765,5.0,2.3340117586768274,4.08260535846771,4.351336915203329,2.933802851547084,4.575862804395166,22,female,19,34.64348819428566,9.778763500307036,7.088425993928226,4.319759133353095,3.994086130566564
S0452,2.7496089808635644,3.13104649861387,3.204905461698379,2.22874276994076,2.971537535235772,1.7186555654164395,3.242391462525781,2.3555974025262074,35,female,15,48.16737063225286,5.416948472284137,4.788325262077263,5.719596766536763,8.477272389503131
S0453,5.985745324225874,3.9549275712428176,1.5215648031893765,3.3071350475274985,4.175085234459497,3.751533673845335,2.9921146378455443,2.69004785619295,37,female,31,456.5064643626649,6.8875301192744605,1.11603722391357,8.526523230122795,6.899296471988431
S0454,2.2568244285748187,3.3891806599427894,1.957858905475306,2.217240890455808,3.3154983435739984,2.5663242189113795,2.0432772596368483,3.49311629664255,37,male,31,81.66911862304207,2.961587727259585,4.30750182813258,9.744590262805971,2.951196562772944
S0455,4.122174377977911,1.8012936888679365,1.965420242192434,1.0,2.8537417048896145,3.4065694256821173,2.771939954432608,2.277242553148547,29,female,25,174.19160938242598,2.1995209812464376,4.268182303224932,7.04031587162922,2.4465436289744305
S0456,5.48269737339786,3.675081920805789,3.3860733883888448,2.9108506007854342,2.811374565044042,3.6470303379969287,2.1643019949136093,4.808518023577324,26,male,19,17.098932916894018,8.188366347696466,5.995957289769195,4.72957938187937,6.955143195639316
